episode,reward_mean,delay_mean
71,-1.5601613521575928,0.014220205553841877
72,-1.5844817161560059,0.012552924388426529
73,-1.5944949388504028,0.013607462764080591
74,-1.6142984628677368,0.012407476805280225
75,-1.5952664613723755,0.014579805946243073
76,-1.5680441856384277,0.01274536228059867
77,-1.5697418451309204,0.013013754967516328
78,-1.609114646911621,0.013063887666374245
79,-1.595149278640747,0.013565741208912551
80,-1.5307645797729492,0.012200009831567542
81,-1.5776338577270508,0.01281328585013467
82,-1.5434447526931763,0.013543873214884698
83,-1.5694942474365234,0.012229313091421787
84,-1.5259571075439453,0.01305849060535841
85,-1.56184983253479,0.012814281024000394
86,-1.5996819734573364,0.01287419158408538
87,-1.6802968978881836,0.013980005115322231
88,-1.5722029209136963,0.01277773532565714
89,-1.578755259513855,0.013258718914448455
90,-1.602402687072754,0.012572257523343082
91,-1.769099473953247,0.012874831211346497
92,-1.7522757053375244,0.014135295041993581
93,-1.6580965518951416,0.012359851141903492
94,-1.5381147861480713,0.012335552331095475
95,-1.5584354400634766,0.012691345947698508
96,-1.5486266613006592,0.013197992145103326
97,-1.5543707609176636,0.01257804832308422
98,-1.9986696243286133,0.013022073351372286
99,-1.557425856590271,0.012503445401998065
100,-1.5476773977279663,0.012493798858901018
101,-1.5099413394927979,0.012290152323752133
102,-1.5216338634490967,0.012207559951243712
103,-1.5245440006256104,0.012261391263482253
104,-1.5320101976394653,0.012407464085737473
105,-1.540321707725525,0.012273929541700852
106,-1.5172977447509766,0.012293964804584357
107,-1.503202199935913,0.012324635524110202
108,-1.5453221797943115,0.012354312528959719
109,-1.525080680847168,0.012260900948806866
110,-2.0925419330596924,0.01261782533687987
111,-1.5460809469223022,0.012670657485536465
112,-1.508772611618042,0.012103405513626857
113,-1.501115322113037,0.012313125856833829
114,-1.5074636936187744,0.012318094962290435
115,-1.5119107961654663,0.012279655824491698
116,-1.5010864734649658,0.012170711968706704
117,-1.5094597339630127,0.012337819684382398
118,-1.5161497592926025,0.012437587800989044
119,-1.5167189836502075,0.012301273558577918
120,-1.5134854316711426,0.01230745450309093
121,-1.5160160064697266,0.012250917486473415
122,-1.5174039602279663,0.012304496061565761
123,-1.5067260265350342,0.01250672150873346
124,-1.4998129606246948,0.012258711184156999
125,-1.5108213424682617,0.012190642814534051
126,-1.5184046030044556,0.012464175786638372
127,-1.5034576654434204,0.012383858508039533
128,-1.5080636739730835,0.012309275684462117
129,-1.5087915658950806,0.012663086395263794
130,-1.8066492080688477,0.01321411394006896
131,-1.5468086004257202,0.012510939121954176
132,-1.520504117012024,0.012319789672504014
133,-1.5011022090911865,0.013407754933640704
134,-1.522554874420166,0.012447558033726092
135,-1.5272661447525024,0.012468936503647532
136,-1.5138115882873535,0.01220938836790432
137,-1.5243831872940063,0.012286333819322696
138,-1.5290476083755493,0.012439873716158047
139,-1.5189847946166992,0.012965633744255441
140,-1.5485512018203735,0.012395005604419253
141,-1.5133103132247925,0.0123198970225815
142,-1.5151703357696533,0.012461230394203982
143,-1.4987568855285645,0.012288165332703941
144,-1.4982820749282837,0.012364676781626465
145,-1.5414077043533325,0.012238327952411341
146,-1.502843976020813,0.012453826377921562
147,-1.5118534564971924,0.01299423978581804
148,-1.5011333227157593,0.01241648125900081
149,-1.519489049911499,0.012332977242521501
150,-1.5136830806732178,0.01227011059075175
151,-1.5069855451583862,0.012658732432803464
152,-1.5379807949066162,0.012379739521710786
153,-1.501572847366333,0.012281267636839736
154,-1.5034228563308716,0.012297204246760498
155,-1.502150058746338,0.012251861439295793
156,-1.5077446699142456,0.01235417782522661
157,-1.5087651014328003,0.012369906781977018
158,-1.5110502243041992,0.012361095523651076
159,-1.499361276626587,0.012275800076892846
160,-1.503622055053711,0.012286164231761472
161,-1.5133072137832642,0.012197570483663786
162,-1.5172498226165771,0.012658048649939498
163,-1.5048153400421143,0.012281445065457487
164,-1.5044124126434326,0.01221118205176146
165,-1.5027328729629517,0.012381096427824815
166,-1.496489405632019,0.012284054296931876
167,-1.5012720823287964,0.012251542753550684
168,-1.5067166090011597,0.012311661696498177
169,-1.5112007856369019,0.012225439965386081
170,-1.4995019435882568,0.012320959230342975
171,-1.5214983224868774,0.01287294559196431
172,-1.5024293661117554,0.012216494910994264
173,-1.4999949932098389,0.012457851710178977
174,-1.5300707817077637,0.012120994157473766
175,-1.5006524324417114,0.01228853939713162
176,-1.5149556398391724,0.012251495891558092
177,-1.5030072927474976,0.012128309078270819
178,-1.496848464012146,0.01261614747804894
179,-1.4995023012161255,0.012254333538571643
180,-1.5196902751922607,0.012339262224171511
181,-1.5207464694976807,0.013489029762840549
182,-1.4994227886199951,0.012273329551755172
183,-1.4980982542037964,0.012303314267953816
184,-1.5052467584609985,0.012615403655243
185,-1.527471661567688,0.012204992688344723
186,-1.4954673051834106,0.01232643191632998
187,-1.5150471925735474,0.012476323538597166
188,-1.4972186088562012,0.01209991130246992
189,-1.514804482460022,0.01232788739316163
190,-1.4994027614593506,0.012331691431439399
191,-1.508116364479065,0.012420664432241392
192,-1.5037317276000977,0.012369098390448011
193,-1.5151764154434204,0.012372629912342559
194,-1.4999054670333862,0.012334464598436616
195,-1.5034767389297485,0.012395912995661664
196,-1.518589735031128,0.012457324080566757
197,-1.5151562690734863,0.01222163433164919
198,-1.4977056980133057,0.012311848063183183
199,-1.505381464958191,0.012263169929863588
200,-1.5141621828079224,0.012485680722326567
